country,scenario,year,exposure,value,,scenario,year,exposure,value,,scenario,year,exposure,value
USA,ssp126,2095,tasmax,30.176605,,ssp370,2095,tasmax,32.694445,,ssp585,2095,tasmax,33.65706
USA,ssp126,2096,tasmax,30.09497,,ssp370,2096,tasmax,32.735275,,ssp585,2096,tasmax,33.81912
USA,ssp126,2097,tasmax,30.147995,,ssp370,2097,tasmax,32.820615,,ssp585,2097,tasmax,33.83815
USA,ssp126,2098,tasmax,30.11116,,ssp370,2098,tasmax,32.88539,,ssp585,2098,tasmax,33.87866
USA,ssp126,2099,tasmax,30.12596,,ssp370,2099,tasmax,32.80153,,ssp585,2099,tasmax,34.02057
USA,ssp126,2100,tasmax,30.067015,,ssp370,2100,tasmax,32.90991,,ssp585,2100,tasmax,34.051395
USA,ssp126,2021,pr,4.85338,,ssp370,2021,pr,4.972329,,ssp585,2021,pr,5.1604225
USA,ssp126,2022,pr,4.799772,,ssp370,2022,pr,5.0042015,,ssp585,2022,pr,5.29279
USA,ssp126,2023,pr,4.776634,,ssp370,2023,pr,4.8518195,,ssp585,2023,pr,5.296666
USA,ssp126,2024,pr,4.9423675,,ssp370,2024,pr,4.7533595,,ssp585,2024,pr,5.2626895
USA,ssp126,2025,pr,4.9932085,,ssp370,2025,pr,4.9351805,,ssp585,2025,pr,5.481009
USA,ssp126,2026,pr,4.9516105,,ssp370,2026,pr,4.8536105,,ssp585,2026,pr,5.184466
USA,ssp126,2027,pr,4.8870435,,ssp370,2027,pr,4.921433,,ssp585,2027,pr,5.474609
USA,ssp126,2028,pr,4.8976995,,ssp370,2028,pr,4.9382945,,ssp585,2028,pr,5.3540805
USA,ssp126,2029,pr,4.7459345,,ssp370,2029,pr,4.7167095,,ssp585,2029,pr,5.21645
USA,ssp126,2030,pr,5.1014085,,ssp370,2030,pr,4.9053605,,ssp585,2030,pr,5.281477
USA,ssp126,2031,pr,5.0653215,,ssp370,2031,pr,4.8984205,,ssp585,2031,pr,5.612254
USA,ssp126,2032,pr,5.044361,,ssp370,2032,pr,4.6939425,,ssp585,2032,pr,5.4986105
USA,ssp126,2033,pr,4.9524985,,ssp370,2033,pr,4.76602,,ssp585,2033,pr,5.236913
USA,ssp126,2034,pr,5.067337,,ssp370,2034,pr,4.762804,,ssp585,2034,pr,5.3116005
USA,ssp126,2035,pr,5.0299765,,ssp370,2035,pr,4.812786,,ssp585,2035,pr,5.198054
USA,ssp126,2036,pr,5.180694,,ssp370,2036,pr,4.8608205,,ssp585,2036,pr,5.494595
USA,ssp126,2037,pr,4.9401575,,ssp370,2037,pr,4.818348,,ssp585,2037,pr,5.2507995
USA,ssp126,2038,pr,5.1133035,,ssp370,2038,pr,4.7436565,,ssp585,2038,pr,5.3710205
USA,ssp126,2039,pr,4.986231,,ssp370,2039,pr,4.728235,,ssp585,2039,pr,5.3458225
USA,ssp126,2040,pr,4.8914165,,ssp370,2040,pr,4.6584065,,ssp585,2040,pr,5.1695735
USA,ssp126,2041,pr,5.22091,,ssp370,2041,pr,4.738815,,ssp585,2041,pr,5.3691345
USA,ssp126,2042,pr,4.712187,,ssp370,2042,pr,4.689038,,ssp585,2042,pr,5.2607775
USA,ssp126,2043,pr,4.882926,,ssp370,2043,pr,4.8118745,,ssp585,2043,pr,5.494511
USA,ssp126,2044,pr,5.021865,,ssp370,2044,pr,4.582395,,ssp585,2044,pr,5.196311
USA,ssp126,2045,pr,4.9563045,,ssp370,2045,pr,4.6352565,,ssp585,2045,pr,5.244466
USA,ssp126,2046,pr,4.9976465,,ssp370,2046,pr,4.626149,,ssp585,2046,pr,5.184996
USA,ssp126,2047,pr,4.8929395,,ssp370,2047,pr,4.667698,,ssp585,2047,pr,5.383006
USA,ssp126,2048,pr,4.9190015,,ssp370,2048,pr,4.8643925,,ssp585,2048,pr,5.245711
USA,ssp126,2049,pr,4.8882055,,ssp370,2049,pr,4.749736,,ssp585,2049,pr,5.309985
USA,ssp126,2050,pr,5.065373,,ssp370,2050,pr,4.8253055,,ssp585,2050,pr,5.3667715
USA,ssp126,2051,pr,5.026669,,ssp370,2051,pr,4.6678395,,ssp585,2051,pr,5.491374
USA,ssp126,2052,pr,4.92226,,ssp370,2052,pr,4.757361,,ssp585,2052,pr,5.091189
USA,ssp126,2053,pr,5.2396955,,ssp370,2053,pr,4.628987,,ssp585,2053,pr,5.1957595
USA,ssp126,2054,pr,4.937427,,ssp370,2054,pr,4.6125385,,ssp585,2054,pr,5.3365845
USA,ssp126,2055,pr,5.110584,,ssp370,2055,pr,4.9655555,,ssp585,2055,pr,5.2170515
USA,ssp126,2056,pr,4.945714,,ssp370,2056,pr,4.8838945,,ssp585,2056,pr,5.110182
USA,ssp126,2057,pr,5.044842,,ssp370,2057,pr,4.7410165,,ssp585,2057,pr,5.3444885
USA,ssp126,2058,pr,5.137027,,ssp370,2058,pr,4.477939,,ssp585,2058,pr,5.2639415
USA,ssp126,2059,pr,5.013448,,ssp370,2059,pr,4.7257865,,ssp585,2059,pr,5.2537565
USA,ssp126,2060,pr,4.942748,,ssp370,2060,pr,4.7534825,,ssp585,2060,pr,5.21658
USA,ssp126,2061,pr,5.162789,,ssp370,2061,pr,4.7043375,,ssp585,2061,pr,5.132445
USA,ssp126,2062,pr,4.881992,,ssp370,2062,pr,4.7457795,,ssp585,2062,pr,5.1827965
USA,ssp126,2063,pr,4.945698,,ssp370,2063,pr,4.7012705,,ssp585,2063,pr,5.2517565
USA,ssp126,2064,pr,5.009381,,ssp370,2064,pr,4.7185135,,ssp585,2064,pr,5.4747825
USA,ssp126,2065,pr,5.0472095,,ssp370,2065,pr,4.395288,,ssp585,2065,pr,5.137621
USA,ssp126,2066,pr,4.936793,,ssp370,2066,pr,4.694651,,ssp585,2066,pr,5.058523
USA,ssp126,2067,pr,5.1687615,,ssp370,2067,pr,4.4241,,ssp585,2067,pr,5.22567
USA,ssp126,2068,pr,4.901088,,ssp370,2068,pr,4.7253675,,ssp585,2068,pr,4.999661
USA,ssp126,2069,pr,5.166554,,ssp370,2069,pr,4.6539845,,ssp585,2069,pr,5.4148955
USA,ssp126,2070,pr,5.0672895,,ssp370,2070,pr,4.574273,,ssp585,2070,pr,5.2844365
USA,ssp126,2071,pr,4.9935635,,ssp370,2071,pr,4.4267075,,ssp585,2071,pr,5.1790365
USA,ssp126,2072,pr,5.036416,,ssp370,2072,pr,4.6399645,,ssp585,2072,pr,5.202359
USA,ssp126,2073,pr,4.759585,,ssp370,2073,pr,4.714006,,ssp585,2073,pr,5.083532
USA,ssp126,2074,pr,5.2592145,,ssp370,2074,pr,4.56889,,ssp585,2074,pr,5.0906945
USA,ssp126,2075,pr,5.082859,,ssp370,2075,pr,4.595683,,ssp585,2075,pr,5.11572
USA,ssp126,2076,pr,4.9365425,,ssp370,2076,pr,4.743617,,ssp585,2076,pr,4.9368065
USA,ssp126,2077,pr,4.8818885,,ssp370,2077,pr,4.7398835,,ssp585,2077,pr,5.38844
USA,ssp126,2078,pr,5.043737,,ssp370,2078,pr,4.6741575,,ssp585,2078,pr,5.034933
USA,ssp126,2079,pr,5.0293375,,ssp370,2079,pr,4.5883765,,ssp585,2079,pr,5.1049565
USA,ssp126,2080,pr,4.9829095,,ssp370,2080,pr,4.561258,,ssp585,2080,pr,5.18808
USA,ssp126,2081,pr,4.92267,,ssp370,2081,pr,4.6631765,,ssp585,2081,pr,5.0761145
USA,ssp126,2082,pr,5.03579,,ssp370,2082,pr,4.573811,,ssp585,2082,pr,5.2438035
USA,ssp126,2083,pr,5.2195945,,ssp370,2083,pr,4.830644,,ssp585,2083,pr,5.153464
USA,ssp126,2084,pr,4.927304,,ssp370,2084,pr,4.483906,,ssp585,2084,pr,5.005915
USA,ssp126,2085,pr,4.883627,,ssp370,2085,pr,4.441111,,ssp585,2085,pr,5.0953355
USA,ssp126,2086,pr,5.191217,,ssp370,2086,pr,4.608161,,ssp585,2086,pr,4.9894015
USA,ssp126,2087,pr,5.1710025,,ssp370,2087,pr,4.5037095,,ssp585,2087,pr,5.1411565
USA,ssp126,2088,pr,4.946704,,ssp370,2088,pr,4.5668325,,ssp585,2088,pr,5.1576355
USA,ssp126,2089,pr,5.0313295,,ssp370,2089,pr,4.552142,,ssp585,2089,pr,5.1578175
USA,ssp126,2090,pr,5.081582,,ssp370,2090,pr,4.652688,,ssp585,2090,pr,4.9072605
USA,ssp126,2091,pr,5.115613,,ssp370,2091,pr,4.7617855,,ssp585,2091,pr,5.1465135
USA,ssp126,2092,pr,4.9288125,,ssp370,2092,pr,4.5499725,,ssp585,2092,pr,5.1385835
USA,ssp126,2093,pr,4.9385975,,ssp370,2093,pr,4.582861,,ssp585,2093,pr,5.0980575
USA,ssp126,2094,pr,5.0913725,,ssp370,2094,pr,4.5827385,,ssp585,2094,pr,5.3791715
USA,ssp126,2095,pr,4.9369155,,ssp370,2095,pr,4.2547195,,ssp585,2095,pr,5.149
USA,ssp126,2096,pr,5.161928,,ssp370,2096,pr,4.3566225,,ssp585,2096,pr,5.0389215
USA,ssp126,2097,pr,4.889514,,ssp370,2097,pr,4.490793,,ssp585,2097,pr,5.1102205
USA,ssp126,2098,pr,5.2105415,,ssp370,2098,pr,4.398261,,ssp585,2098,pr,5.155222
USA,ssp126,2099,pr,5.1687975,,ssp370,2099,pr,4.594709,,ssp585,2099,pr,5.057469
USA,ssp126,2100,pr,4.9220285,,ssp370,2100,pr,4.412139,,ssp585,2100,pr,4.893368
