country,scenario,year,exposure,value,,scenario,year,exposure,value,,scenario,year,exposure,value
Brazil,ssp126,2034,tasmax,28.967365,,ssp370,2033,tasmax,29.069215,,ssp585,2033,tasmax,30.1649
Brazil,ssp126,2035,tasmax,28.934155,,ssp370,2034,tasmax,29.053665,,ssp585,2034,tasmax,30.233035
Brazil,ssp126,2036,tasmax,28.99657,,ssp370,2035,tasmax,29.039005,,ssp585,2035,tasmax,30.304915
Brazil,ssp126,2037,tasmax,29.00049,,ssp370,2036,tasmax,29.07562,,ssp585,2036,tasmax,30.396745
Brazil,ssp126,2038,tasmax,28.854355,,ssp370,2037,tasmax,29.224185,,ssp585,2037,tasmax,30.379335
Brazil,ssp126,2039,tasmax,29.011505,,ssp370,2038,tasmax,29.09845,,ssp585,2038,tasmax,30.54816
Brazil,ssp126,2040,tasmax,29.12851,,ssp370,2039,tasmax,29.281645,,ssp585,2039,tasmax,30.528775
Brazil,ssp126,2041,tasmax,29.143405,,ssp370,2040,tasmax,29.438245,,ssp585,2040,tasmax,30.450865
Brazil,ssp126,2042,tasmax,29.0914,,ssp370,2041,tasmax,29.36571,,ssp585,2041,tasmax,30.566895
Brazil,ssp126,2043,tasmax,29.28662,,ssp370,2042,tasmax,29.419675,,ssp585,2042,tasmax,30.64424
Brazil,ssp126,2044,tasmax,29.167845,,ssp370,2043,tasmax,29.589435,,ssp585,2043,tasmax,30.673815
Brazil,ssp126,2045,tasmax,29.052185,,ssp370,2044,tasmax,29.46817,,ssp585,2044,tasmax,30.674055
Brazil,ssp126,2046,tasmax,29.16383,,ssp370,2045,tasmax,29.54413,,ssp585,2045,tasmax,30.936245
Brazil,ssp126,2047,tasmax,29.409485,,ssp370,2046,tasmax,29.61563,,ssp585,2046,tasmax,30.94873
Brazil,ssp126,2048,tasmax,29.41376,,ssp370,2047,tasmax,29.64087,,ssp585,2047,tasmax,30.854675
Brazil,ssp126,2049,tasmax,29.167845,,ssp370,2048,tasmax,29.62126,,ssp585,2048,tasmax,31.07947
Brazil,ssp126,2050,tasmax,29.299715,,ssp370,2049,tasmax,29.807965,,ssp585,2049,tasmax,31.097855
Brazil,ssp126,2051,tasmax,29.219375,,ssp370,2050,tasmax,29.827895,,ssp585,2050,tasmax,31.103955
Brazil,ssp126,2052,tasmax,29.411285,,ssp370,2051,tasmax,29.887315,,ssp585,2051,tasmax,31.177445
Brazil,ssp126,2053,tasmax,29.32777,,ssp370,2052,tasmax,30.00194,,ssp585,2052,tasmax,31.2854
Brazil,ssp126,2054,tasmax,29.303695,,ssp370,2053,tasmax,30.02638,,ssp585,2053,tasmax,31.295595
Brazil,ssp126,2055,tasmax,29.238675,,ssp370,2054,tasmax,30.09048,,ssp585,2054,tasmax,31.247835
Brazil,ssp126,2056,tasmax,29.416165,,ssp370,2055,tasmax,30.06143,,ssp585,2055,tasmax,31.473315
Brazil,ssp126,2057,tasmax,29.35536,,ssp370,2056,tasmax,30.241655,,ssp585,2056,tasmax,31.486555
Brazil,ssp126,2058,tasmax,29.208555,,ssp370,2057,tasmax,30.264225,,ssp585,2057,tasmax,31.52351
Brazil,ssp126,2059,tasmax,29.37996,,ssp370,2058,tasmax,30.30798,,ssp585,2058,tasmax,31.52162
Brazil,ssp126,2060,tasmax,29.55742,,ssp370,2059,tasmax,30.19206,,ssp585,2059,tasmax,31.582905
Brazil,ssp126,2061,tasmax,29.441025,,ssp370,2060,tasmax,30.36165,,ssp585,2060,tasmax,31.77304
Brazil,ssp126,2062,tasmax,29.58014,,ssp370,2061,tasmax,30.485185,,ssp585,2061,tasmax,31.79587
Brazil,ssp126,2063,tasmax,29.521345,,ssp370,2062,tasmax,30.401885,,ssp585,2062,tasmax,31.84612
Brazil,ssp126,2064,tasmax,29.50525,,ssp370,2063,tasmax,30.41173,,ssp585,2063,tasmax,31.847975
Brazil,ssp126,2065,tasmax,29.530795,,ssp370,2064,tasmax,30.486005,,ssp585,2064,tasmax,31.92308
Brazil,ssp126,2066,tasmax,29.384915,,ssp370,2065,tasmax,30.619965,,ssp585,2065,tasmax,31.96011
Brazil,ssp126,2067,tasmax,29.428375,,ssp370,2066,tasmax,30.550385,,ssp585,2066,tasmax,32.012465
Brazil,ssp126,2068,tasmax,29.33067,,ssp370,2067,tasmax,30.72397,,ssp585,2067,tasmax,32.136765
Brazil,ssp126,2069,tasmax,29.34224,,ssp370,2068,tasmax,30.656705,,ssp585,2068,tasmax,32.171005
Brazil,ssp126,2070,tasmax,29.444655,,ssp370,2069,tasmax,30.85811,,ssp585,2069,tasmax,32.1496
Brazil,ssp126,2071,tasmax,29.443145,,ssp370,2070,tasmax,30.948655,,ssp585,2070,tasmax,32.49425
Brazil,ssp126,2072,tasmax,29.39336,,ssp370,2071,tasmax,31.052535,,ssp585,2071,tasmax,32.47902
Brazil,ssp126,2073,tasmax,29.46092,,ssp370,2072,tasmax,30.961535,,ssp585,2072,tasmax,32.394405
Brazil,ssp126,2074,tasmax,29.426015,,ssp370,2073,tasmax,30.975125,,ssp585,2073,tasmax,32.59639
Brazil,ssp126,2075,tasmax,29.355715,,ssp370,2074,tasmax,31.032395,,ssp585,2074,tasmax,32.63426
Brazil,ssp126,2076,tasmax,29.419085,,ssp370,2075,tasmax,31.12387,,ssp585,2075,tasmax,32.69914
Brazil,ssp126,2077,tasmax,29.423235,,ssp370,2076,tasmax,31.17035,,ssp585,2076,tasmax,32.72308
Brazil,ssp126,2078,tasmax,29.373275,,ssp370,2077,tasmax,31.390685,,ssp585,2077,tasmax,32.839785
Brazil,ssp126,2079,tasmax,29.46835,,ssp370,2078,tasmax,31.42998,,ssp585,2078,tasmax,33.0298
Brazil,ssp126,2080,tasmax,29.389525,,ssp370,2079,tasmax,31.42059,,ssp585,2079,tasmax,33.0352
Brazil,ssp126,2081,tasmax,29.485045,,ssp370,2080,tasmax,31.467055,,ssp585,2080,tasmax,33.236645
Brazil,ssp126,2082,tasmax,29.39412,,ssp370,2081,tasmax,31.44322,,ssp585,2081,tasmax,33.348235
Brazil,ssp126,2083,tasmax,29.31967,,ssp370,2082,tasmax,31.56465,,ssp585,2082,tasmax,33.329605
Brazil,ssp126,2084,tasmax,29.347535,,ssp370,2083,tasmax,31.655485,,ssp585,2083,tasmax,33.521925
Brazil,ssp126,2085,tasmax,29.43419,,ssp370,2084,tasmax,31.74907,,ssp585,2084,tasmax,33.565095
Brazil,ssp126,2086,tasmax,29.36917,,ssp370,2085,tasmax,31.8799,,ssp585,2085,tasmax,33.613095
Brazil,ssp126,2087,tasmax,29.480335,,ssp370,2086,tasmax,31.737075,,ssp585,2086,tasmax,33.675065
Brazil,ssp126,2088,tasmax,29.369995,,ssp370,2087,tasmax,31.93739,,ssp585,2087,tasmax,33.71794
Brazil,ssp126,2089,tasmax,29.371265,,ssp370,2088,tasmax,31.876115,,ssp585,2088,tasmax,33.886595
Brazil,ssp126,2090,tasmax,29.48227,,ssp370,2089,tasmax,31.832995,,ssp585,2089,tasmax,33.87215
Brazil,ssp126,2091,tasmax,29.39749,,ssp370,2090,tasmax,32.03441,,ssp585,2090,tasmax,34.014935
Brazil,ssp126,2092,tasmax,29.35257,,ssp370,2091,tasmax,32.10907,,ssp585,2091,tasmax,34.09576
Brazil,ssp126,2093,tasmax,29.318315,,ssp370,2092,tasmax,32.33229,,ssp585,2092,tasmax,34.2435
Brazil,ssp126,2094,tasmax,29.34851,,ssp370,2093,tasmax,32.27586,,ssp585,2093,tasmax,34.20981
Brazil,ssp126,2095,tasmax,29.418625,,ssp370,2094,tasmax,32.32695,,ssp585,2094,tasmax,34.27844
Brazil,ssp126,2096,tasmax,29.48549,,ssp370,2095,tasmax,32.50983,,ssp585,2095,tasmax,34.43068
Brazil,ssp126,2097,tasmax,29.36418,,ssp370,2096,tasmax,32.45941,,ssp585,2096,tasmax,34.512225
Brazil,ssp126,2098,tasmax,29.29852,,ssp370,2097,tasmax,32.545365,,ssp585,2097,tasmax,34.552855
Brazil,ssp126,2099,tasmax,29.24469,,ssp370,2098,tasmax,32.66838,,ssp585,2098,tasmax,34.745865
Brazil,ssp126,2100,tasmax,29.343355,,ssp370,2099,tasmax,32.75824,,ssp585,2099,tasmax,34.84131
Brazil,ssp126,2021,pr,5.7398595,,ssp370,2100,tasmax,32.807435,,ssp585,2100,tasmax,34.67026
Brazil,ssp126,2022,pr,5.5107445,,ssp370,2020,pr,5.5803725,,ssp585,2020,pr,5.346186
Brazil,ssp126,2023,pr,5.6147275,,ssp370,2021,pr,5.565637,,ssp585,2021,pr,5.65169
Brazil,ssp126,2024,pr,5.7974555,,ssp370,2022,pr,5.724758,,ssp585,2022,pr,5.6174775
Brazil,ssp126,2025,pr,5.68192,,ssp370,2023,pr,5.356017,,ssp585,2023,pr,5.3660915
Brazil,ssp126,2026,pr,5.5408345,,ssp370,2024,pr,5.344928,,ssp585,2024,pr,5.6742215
Brazil,ssp126,2027,pr,5.4042105,,ssp370,2025,pr,5.844926,,ssp585,2025,pr,5.773184
Brazil,ssp126,2028,pr,5.8532585,,ssp370,2026,pr,5.482517,,ssp585,2026,pr,5.465349
Brazil,ssp126,2029,pr,5.4183575,,ssp370,2027,pr,5.359677,,ssp585,2027,pr,5.6340555
Brazil,ssp126,2030,pr,5.684685,,ssp370,2028,pr,5.556252,,ssp585,2028,pr,5.530388
Brazil,ssp126,2031,pr,5.524322,,ssp370,2029,pr,5.450097,,ssp585,2029,pr,5.8559535
Brazil,ssp126,2032,pr,5.759982,,ssp370,2030,pr,5.675222,,ssp585,2030,pr,5.791301
Brazil,ssp126,2033,pr,5.7297255,,ssp370,2031,pr,5.4668185,,ssp585,2031,pr,5.819676
Brazil,ssp126,2034,pr,5.751616,,ssp370,2032,pr,5.60846,,ssp585,2032,pr,5.6034
Brazil,ssp126,2035,pr,5.449042,,ssp370,2033,pr,5.3150475,,ssp585,2033,pr,5.864037
Brazil,ssp126,2036,pr,5.424097,,ssp370,2034,pr,5.4471255,,ssp585,2034,pr,5.5860595
Brazil,ssp126,2037,pr,5.5066895,,ssp370,2035,pr,5.5911005,,ssp585,2035,pr,5.7110905
Brazil,ssp126,2038,pr,5.4817475,,ssp370,2036,pr,5.8652195,,ssp585,2036,pr,5.7044915
Brazil,ssp126,2039,pr,5.5611615,,ssp370,2037,pr,5.54746,,ssp585,2037,pr,5.9530185
Brazil,ssp126,2040,pr,5.005206,,ssp370,2038,pr,5.7965735,,ssp585,2038,pr,5.7009915
Brazil,ssp126,2041,pr,5.479853,,ssp370,2039,pr,5.568458,,ssp585,2039,pr,5.87118
Brazil,ssp126,2042,pr,5.7337525,,ssp370,2040,pr,5.5432585,,ssp585,2040,pr,5.777273
Brazil,ssp126,2043,pr,5.327713,,ssp370,2041,pr,5.399206,,ssp585,2041,pr,5.770911
Brazil,ssp126,2044,pr,5.652674,,ssp370,2042,pr,5.5115485,,ssp585,2042,pr,5.7944615
Brazil,ssp126,2045,pr,5.686219,,ssp370,2043,pr,5.4952405,,ssp585,2043,pr,6.034436
Brazil,ssp126,2046,pr,5.718245,,ssp370,2044,pr,5.691913,,ssp585,2044,pr,5.7884655
Brazil,ssp126,2047,pr,5.52924,,ssp370,2045,pr,5.626038,,ssp585,2045,pr,5.6334185
Brazil,ssp126,2048,pr,5.432455,,ssp370,2046,pr,5.683737,,ssp585,2046,pr,5.630746
Brazil,ssp126,2049,pr,5.765583,,ssp370,2047,pr,5.230044,,ssp585,2047,pr,5.7153465
Brazil,ssp126,2050,pr,5.9355675,,ssp370,2048,pr,5.7157745,,ssp585,2048,pr,5.808855
Brazil,ssp126,2051,pr,5.7425665,,ssp370,2049,pr,5.9297675,,ssp585,2049,pr,5.594018
Brazil,ssp126,2052,pr,5.6195415,,ssp370,2050,pr,5.653599,,ssp585,2050,pr,5.8847705
Brazil,ssp126,2053,pr,5.550314,,ssp370,2051,pr,5.6845575,,ssp585,2051,pr,5.6470595
Brazil,ssp126,2054,pr,5.6422405,,ssp370,2052,pr,5.6006115,,ssp585,2052,pr,5.6048985
Brazil,ssp126,2055,pr,5.9425365,,ssp370,2053,pr,5.4638765,,ssp585,2053,pr,5.864485
Brazil,ssp126,2056,pr,5.8340095,,ssp370,2054,pr,5.5153105,,ssp585,2054,pr,5.940481
Brazil,ssp126,2057,pr,5.916555,,ssp370,2055,pr,5.448704,,ssp585,2055,pr,5.9399385
Brazil,ssp126,2058,pr,5.8395845,,ssp370,2056,pr,5.4933755,,ssp585,2056,pr,5.7753835
Brazil,ssp126,2059,pr,5.5307375,,ssp370,2057,pr,5.5154175,,ssp585,2057,pr,5.797488
Brazil,ssp126,2060,pr,5.7148725,,ssp370,2058,pr,5.7831365,,ssp585,2058,pr,6.0082055
Brazil,ssp126,2061,pr,5.93518,,ssp370,2059,pr,5.7706885,,ssp585,2059,pr,5.7678265
Brazil,ssp126,2062,pr,5.282223,,ssp370,2060,pr,5.6200365,,ssp585,2060,pr,5.935248
Brazil,ssp126,2063,pr,5.4289005,,ssp370,2061,pr,5.717515,,ssp585,2061,pr,5.768191
Brazil,ssp126,2064,pr,5.6973545,,ssp370,2062,pr,5.828212,,ssp585,2062,pr,5.8089945
Brazil,ssp126,2065,pr,5.7967745,,ssp370,2063,pr,5.5648905,,ssp585,2063,pr,5.810498
Brazil,ssp126,2066,pr,5.7615615,,ssp370,2064,pr,5.8335765,,ssp585,2064,pr,6.1398035
Brazil,ssp126,2067,pr,5.728315,,ssp370,2065,pr,5.4923315,,ssp585,2065,pr,5.807324
Brazil,ssp126,2068,pr,5.525071,,ssp370,2066,pr,5.7111865,,ssp585,2066,pr,5.9363465
Brazil,ssp126,2069,pr,5.78763,,ssp370,2067,pr,5.7936355,,ssp585,2067,pr,5.963474
Brazil,ssp126,2070,pr,5.6679315,,ssp370,2068,pr,5.847518,,ssp585,2068,pr,5.9637225
Brazil,ssp126,2071,pr,5.6872,,ssp370,2069,pr,5.7485395,,ssp585,2069,pr,6.0528275
Brazil,ssp126,2072,pr,5.64701,,ssp370,2070,pr,5.77774,,ssp585,2070,pr,5.884188
Brazil,ssp126,2073,pr,5.6256395,,ssp370,2071,pr,5.516854,,ssp585,2071,pr,6.250355
Brazil,ssp126,2074,pr,5.5828895,,ssp370,2072,pr,5.64257,,ssp585,2072,pr,6.3011255
Brazil,ssp126,2075,pr,5.4450555,,ssp370,2073,pr,5.8715215,,ssp585,2073,pr,6.0282
Brazil,ssp126,2076,pr,5.5663235,,ssp370,2074,pr,6.0613205,,ssp585,2074,pr,5.94201
Brazil,ssp126,2077,pr,5.732058,,ssp370,2075,pr,5.830093,,ssp585,2075,pr,6.128015
Brazil,ssp126,2078,pr,5.6109315,,ssp370,2076,pr,5.7193235,,ssp585,2076,pr,5.99551
Brazil,ssp126,2079,pr,5.8274175,,ssp370,2077,pr,5.780378,,ssp585,2077,pr,6.257803
Brazil,ssp126,2080,pr,5.628238,,ssp370,2078,pr,5.9259805,,ssp585,2078,pr,5.978884
Brazil,ssp126,2081,pr,5.7336935,,ssp370,2079,pr,5.5925955,,ssp585,2079,pr,6.392121
Brazil,ssp126,2082,pr,5.67827,,ssp370,2080,pr,5.7714835,,ssp585,2080,pr,5.821966
Brazil,ssp126,2083,pr,5.6626085,,ssp370,2081,pr,5.660398,,ssp585,2081,pr,6.0553945
Brazil,ssp126,2084,pr,5.677557,,ssp370,2082,pr,5.5367695,,ssp585,2082,pr,6.0921435
Brazil,ssp126,2085,pr,5.4501845,,ssp370,2083,pr,5.540943,,ssp585,2083,pr,5.991876
Brazil,ssp126,2086,pr,5.6857305,,ssp370,2084,pr,5.6716835,,ssp585,2084,pr,5.790097
Brazil,ssp126,2087,pr,5.544071,,ssp370,2085,pr,5.6570835,,ssp585,2085,pr,5.9384945
Brazil,ssp126,2088,pr,5.688443,,ssp370,2086,pr,5.6884015,,ssp585,2086,pr,6.1151275
Brazil,ssp126,2089,pr,5.746852,,ssp370,2087,pr,5.4216895,,ssp585,2087,pr,6.0291775
Brazil,ssp126,2090,pr,5.6773665,,ssp370,2088,pr,5.6323105,,ssp585,2088,pr,6.118033
Brazil,ssp126,2091,pr,5.3856385,,ssp370,2089,pr,5.8977595,,ssp585,2089,pr,6.100645
Brazil,ssp126,2092,pr,5.6975555,,ssp370,2090,pr,5.6892475,,ssp585,2090,pr,5.984713
Brazil,ssp126,2093,pr,5.798408,,ssp370,2091,pr,5.8493075,,ssp585,2091,pr,6.100083
Brazil,ssp126,2094,pr,5.493436,,ssp370,2092,pr,5.546004,,ssp585,2092,pr,5.812329
Brazil,ssp126,2095,pr,5.6557805,,ssp370,2093,pr,5.674432,,ssp585,2093,pr,5.9717435
Brazil,ssp126,2096,pr,5.867152,,ssp370,2094,pr,5.9291725,,ssp585,2094,pr,6.077576
Brazil,ssp126,2097,pr,5.6085595,,ssp370,2095,pr,5.5276655,,ssp585,2095,pr,5.987087
Brazil,ssp126,2098,pr,5.873574,,ssp370,2096,pr,5.5902835,,ssp585,2096,pr,6.1524165
Brazil,ssp126,2099,pr,5.5066535,,ssp370,2097,pr,5.6971395,,ssp585,2097,pr,6.0010015
Brazil,ssp126,2100,pr,5.8635945,,ssp370,2098,pr,5.450476,,ssp585,2098,pr,5.844449
Brazil,,,,,,ssp370,2099,pr,5.6088315,,ssp585,2099,pr,5.9067135
Brazil,,,,,,ssp370,2100,pr,5.766088,,ssp585,2100,pr,6.272034
