country,scenario,year,exposure,value,,scenario,year,exposure,value,,scenario,year,exposure,value
China,ssp126,2077,tasmax,24.80069,,ssp370,2077,tasmax,26.69612,,ssp585,2077,tasmax,27.88425
China,ssp126,2078,tasmax,24.755935,,ssp370,2078,tasmax,26.75665,,ssp585,2078,tasmax,28.076
China,ssp126,2079,tasmax,24.82991,,ssp370,2079,tasmax,26.87129,,ssp585,2079,tasmax,28.15042
China,ssp126,2080,tasmax,24.805055,,ssp370,2080,tasmax,26.95406,,ssp585,2080,tasmax,28.22476
China,ssp126,2081,tasmax,24.84502,,ssp370,2081,tasmax,26.99245,,ssp585,2081,tasmax,28.209935
China,ssp126,2082,tasmax,24.788175,,ssp370,2082,tasmax,27.073045,,ssp585,2082,tasmax,28.44672
China,ssp126,2083,tasmax,24.856915,,ssp370,2083,tasmax,27.104555,,ssp585,2083,tasmax,28.49225
China,ssp126,2084,tasmax,24.759935,,ssp370,2084,tasmax,27.186445,,ssp585,2084,tasmax,28.62802
China,ssp126,2085,tasmax,24.817505,,ssp370,2085,tasmax,27.158005,,ssp585,2085,tasmax,28.553285
China,ssp126,2086,tasmax,24.81543,,ssp370,2086,tasmax,27.112045,,ssp585,2086,tasmax,28.701585
China,ssp126,2087,tasmax,24.80141,,ssp370,2087,tasmax,27.298875,,ssp585,2087,tasmax,28.704235
China,ssp126,2088,tasmax,24.760145,,ssp370,2088,tasmax,27.39999,,ssp585,2088,tasmax,28.870225
China,ssp126,2089,tasmax,24.680375,,ssp370,2089,tasmax,27.383315,,ssp585,2089,tasmax,28.882175
China,ssp126,2090,tasmax,24.859785,,ssp370,2090,tasmax,27.483845,,ssp585,2090,tasmax,29.04738
China,ssp126,2091,tasmax,24.789915,,ssp370,2091,tasmax,27.47806,,ssp585,2091,tasmax,29.073715
China,ssp126,2092,tasmax,24.731335,,ssp370,2092,tasmax,27.472855,,ssp585,2092,tasmax,29.22984
China,ssp126,2093,tasmax,24.793165,,ssp370,2093,tasmax,27.69513,,ssp585,2093,tasmax,29.311735
China,ssp126,2094,tasmax,24.779055,,ssp370,2094,tasmax,27.69063,,ssp585,2094,tasmax,29.36217
China,ssp126,2095,tasmax,24.84367,,ssp370,2095,tasmax,27.851075,,ssp585,2095,tasmax,29.443985
China,ssp126,2096,tasmax,24.727705,,ssp370,2096,tasmax,27.751205,,ssp585,2096,tasmax,29.49782
China,ssp126,2097,tasmax,24.740235,,ssp370,2097,tasmax,27.898635,,ssp585,2097,tasmax,29.601775
China,ssp126,2098,tasmax,24.77751,,ssp370,2098,tasmax,27.991915,,ssp585,2098,tasmax,29.71307
China,ssp126,2099,tasmax,24.697115,,ssp370,2099,tasmax,28.07559,,ssp585,2099,tasmax,29.743655
China,ssp126,2100,tasmax,24.76793,,ssp370,2100,tasmax,28.09929,,ssp585,2100,tasmax,29.81195
China,ssp126,2021,pr,8.334101,,ssp370,2021,pr,8.120274,,ssp585,2021,pr,8.025691
China,ssp126,2022,pr,9.0254055,,ssp370,2022,pr,8.054094,,ssp585,2022,pr,8.525309
China,ssp126,2023,pr,8.8098145,,ssp370,2023,pr,7.992398,,ssp585,2023,pr,8.4054535
China,ssp126,2024,pr,8.7101365,,ssp370,2024,pr,8.051373,,ssp585,2024,pr,8.2151945
China,ssp126,2025,pr,8.6505585,,ssp370,2025,pr,8.1388735,,ssp585,2025,pr,8.426144
China,ssp126,2026,pr,8.46923,,ssp370,2026,pr,8.1703325,,ssp585,2026,pr,8.183552
China,ssp126,2027,pr,8.8839735,,ssp370,2027,pr,8.309779,,ssp585,2027,pr,8.339362
China,ssp126,2028,pr,8.8660305,,ssp370,2028,pr,8.028077,,ssp585,2028,pr,8.2258295
China,ssp126,2029,pr,8.9653845,,ssp370,2029,pr,7.950899,,ssp585,2029,pr,8.287842
China,ssp126,2030,pr,8.6205455,,ssp370,2030,pr,7.9666125,,ssp585,2030,pr,8.0495005
China,ssp126,2031,pr,8.7135995,,ssp370,2031,pr,7.9154825,,ssp585,2031,pr,8.1939825
China,ssp126,2032,pr,8.5594445,,ssp370,2032,pr,8.4342075,,ssp585,2032,pr,8.503472
China,ssp126,2033,pr,8.931042,,ssp370,2033,pr,8.1675545,,ssp585,2033,pr,8.6415505
China,ssp126,2034,pr,8.7686205,,ssp370,2034,pr,8.467602,,ssp585,2034,pr,8.3995235
China,ssp126,2035,pr,8.9271765,,ssp370,2035,pr,8.3198605,,ssp585,2035,pr,8.5770265
China,ssp126,2036,pr,8.928203,,ssp370,2036,pr,8.0228765,,ssp585,2036,pr,8.1585085
China,ssp126,2037,pr,8.7172,,ssp370,2037,pr,7.9057075,,ssp585,2037,pr,8.542475
China,ssp126,2038,pr,8.736766,,ssp370,2038,pr,8.2684675,,ssp585,2038,pr,8.5010635
China,ssp126,2039,pr,8.980044,,ssp370,2039,pr,8.3000255,,ssp585,2039,pr,8.4296565
China,ssp126,2040,pr,8.719531,,ssp370,2040,pr,8.520195,,ssp585,2040,pr,8.6733325
China,ssp126,2041,pr,9.401519,,ssp370,2041,pr,8.2037785,,ssp585,2041,pr,8.389507
China,ssp126,2042,pr,9.4178155,,ssp370,2042,pr,8.2123775,,ssp585,2042,pr,8.5800035
China,ssp126,2043,pr,8.9379225,,ssp370,2043,pr,8.1120515,,ssp585,2043,pr,8.541642
China,ssp126,2044,pr,8.9099635,,ssp370,2044,pr,8.020466,,ssp585,2044,pr,8.9297215
China,ssp126,2045,pr,8.9143075,,ssp370,2045,pr,8.292642,,ssp585,2045,pr,8.7211915
China,ssp126,2046,pr,9.087266,,ssp370,2046,pr,8.1998095,,ssp585,2046,pr,8.5174305
China,ssp126,2047,pr,9.0421,,ssp370,2047,pr,8.545503,,ssp585,2047,pr,8.901452
China,ssp126,2048,pr,9.041684,,ssp370,2048,pr,8.083516,,ssp585,2048,pr,8.6264505
China,ssp126,2049,pr,8.9066105,,ssp370,2049,pr,8.1070535,,ssp585,2049,pr,8.6299795
China,ssp126,2050,pr,9.1992855,,ssp370,2050,pr,8.209291,,ssp585,2050,pr,8.650292
China,ssp126,2051,pr,8.920058,,ssp370,2051,pr,8.1399655,,ssp585,2051,pr,8.908349
China,ssp126,2052,pr,8.904364,,ssp370,2052,pr,8.4800575,,ssp585,2052,pr,8.7442775
China,ssp126,2053,pr,9.553223,,ssp370,2053,pr,8.723938,,ssp585,2053,pr,8.5244675
China,ssp126,2054,pr,9.2198445,,ssp370,2054,pr,8.0871,,ssp585,2054,pr,8.6023865
China,ssp126,2055,pr,9.1120075,,ssp370,2055,pr,8.369876,,ssp585,2055,pr,8.8880715
China,ssp126,2056,pr,8.8334965,,ssp370,2056,pr,8.2904815,,ssp585,2056,pr,8.959444
China,ssp126,2057,pr,9.2054135,,ssp370,2057,pr,8.357676,,ssp585,2057,pr,8.955834
China,ssp126,2058,pr,8.730789,,ssp370,2058,pr,8.704681,,ssp585,2058,pr,8.7421085
China,ssp126,2059,pr,9.54079,,ssp370,2059,pr,8.622817,,ssp585,2059,pr,8.533556
China,ssp126,2060,pr,9.606067,,ssp370,2060,pr,8.7548245,,ssp585,2060,pr,9.0268375
China,ssp126,2061,pr,9.158702,,ssp370,2061,pr,8.238955,,ssp585,2061,pr,9.1331905
China,ssp126,2062,pr,9.641005,,ssp370,2062,pr,8.4665805,,ssp585,2062,pr,9.2095975
China,ssp126,2063,pr,9.102553,,ssp370,2063,pr,8.794197,,ssp585,2063,pr,8.907618
China,ssp126,2064,pr,8.985103,,ssp370,2064,pr,8.7973055,,ssp585,2064,pr,9.0290825
China,ssp126,2065,pr,9.1234185,,ssp370,2065,pr,8.388114,,ssp585,2065,pr,9.3128795
China,ssp126,2066,pr,9.2329735,,ssp370,2066,pr,8.5982315,,ssp585,2066,pr,9.4095295
China,ssp126,2067,pr,9.4108175,,ssp370,2067,pr,8.270569,,ssp585,2067,pr,8.996063
China,ssp126,2068,pr,9.2723405,,ssp370,2068,pr,8.850617,,ssp585,2068,pr,9.3138405
China,ssp126,2069,pr,9.491394,,ssp370,2069,pr,8.6845945,,ssp585,2069,pr,9.7097795
China,ssp126,2070,pr,9.136949,,ssp370,2070,pr,8.6581075,,ssp585,2070,pr,9.266806
China,ssp126,2071,pr,9.394755,,ssp370,2071,pr,9.0037955,,ssp585,2071,pr,9.437536
China,ssp126,2072,pr,9.201483,,ssp370,2072,pr,8.9518825,,ssp585,2072,pr,9.3428465
China,ssp126,2073,pr,9.1856965,,ssp370,2073,pr,8.7282585,,ssp585,2073,pr,8.826854
China,ssp126,2074,pr,9.567612,,ssp370,2074,pr,8.6488805,,ssp585,2074,pr,9.030297
China,ssp126,2075,pr,9.6253575,,ssp370,2075,pr,9.349602,,ssp585,2075,pr,8.843596
China,ssp126,2076,pr,9.152877,,ssp370,2076,pr,8.879055,,ssp585,2076,pr,9.381004
China,ssp126,2077,pr,9.505126,,ssp370,2077,pr,8.7712175,,ssp585,2077,pr,9.497814
China,ssp126,2078,pr,9.7175555,,ssp370,2078,pr,9.0751295,,ssp585,2078,pr,8.999586
China,ssp126,2079,pr,9.21325,,ssp370,2079,pr,8.892589,,ssp585,2079,pr,9.56136
China,ssp126,2080,pr,9.129984,,ssp370,2080,pr,8.7622695,,ssp585,2080,pr,9.2031045
China,ssp126,2081,pr,9.173568,,ssp370,2081,pr,9.0136465,,ssp585,2081,pr,9.4740785
China,ssp126,2082,pr,9.4242215,,ssp370,2082,pr,8.4702155,,ssp585,2082,pr,9.4571855
China,ssp126,2083,pr,9.079369,,ssp370,2083,pr,9.1801655,,ssp585,2083,pr,9.461867
China,ssp126,2084,pr,9.474807,,ssp370,2084,pr,9.0441055,,ssp585,2084,pr,9.1455205
China,ssp126,2085,pr,9.2150165,,ssp370,2085,pr,9.14369,,ssp585,2085,pr,9.735831
China,ssp126,2086,pr,9.349183,,ssp370,2086,pr,9.4866475,,ssp585,2086,pr,9.735846
China,ssp126,2087,pr,8.997078,,ssp370,2087,pr,9.4496965,,ssp585,2087,pr,9.6728035
China,ssp126,2088,pr,9.349332,,ssp370,2088,pr,8.9023605,,ssp585,2088,pr,9.6169275
China,ssp126,2089,pr,9.714731,,ssp370,2089,pr,8.848022,,ssp585,2089,pr,9.535356
China,ssp126,2090,pr,9.0258525,,ssp370,2090,pr,9.5844635,,ssp585,2090,pr,9.55019
China,ssp126,2091,pr,9.5244045,,ssp370,2091,pr,9.036459,,ssp585,2091,pr,9.622161
China,ssp126,2092,pr,9.3691135,,ssp370,2092,pr,9.272565,,ssp585,2092,pr,9.7411195
China,ssp126,2093,pr,9.60863,,ssp370,2093,pr,9.096074,,ssp585,2093,pr,9.341689
China,ssp126,2094,pr,9.312412,,ssp370,2094,pr,9.166422,,ssp585,2094,pr,9.5194435
China,ssp126,2095,pr,9.361162,,ssp370,2095,pr,8.803672,,ssp585,2095,pr,9.759109
China,ssp126,2096,pr,9.23257,,ssp370,2096,pr,9.635106,,ssp585,2096,pr,9.8157045
China,ssp126,2097,pr,9.533108,,ssp370,2097,pr,9.4703995,,ssp585,2097,pr,9.571619
China,ssp126,2098,pr,9.355061,,ssp370,2098,pr,8.998357,,ssp585,2098,pr,9.911715
China,ssp126,2099,pr,9.8267225,,ssp370,2099,pr,9.3413515,,ssp585,2099,pr,9.9685595
China,ssp126,2100,pr,9.3854705,,ssp370,2100,pr,9.268314,,ssp585,2100,pr,9.938375
